iter	Passed	Remaining
1674	12420	61733
1675	12428	61726
1676	12435	61715
1677	12441	61705
1678	12448	61696
1679	12456	61688
1680	12463	61677
1681	12470	61668
1682	12477	61662
1683	12484	61653
1684	12492	61647
1685	12500	61643
1686	12508	61640
1687	12516	61634
1688	12524	61629
1689	12532	61623
1690	12538	61612
1691	12547	61610
1692	12555	61607
1693	12562	61596
1694	12569	61586
1695	12577	61581
1696	12584	61573
1697	12592	61567
1698	12599	61558
1699	12606	61551
1700	12615	61547
1701	12622	61540
1702	12629	61529
1703	12635	61518
1704	12642	61509
1705	12649	61499
1706	12656	61490
1707	12663	61479
1708	12670	61467
1709	12678	61464
1710	12684	61452
1711	12692	61447
1712	12701	61444
1713	12709	61442
1714	12716	61430
1715	12723	61422
1716	12730	61414
1717	12738	61407
1718	12745	61399
1719	12753	61393
1720	12759	61380
1721	12765	61368
1722	12773	61360
1723	12780	61353
1724	12788	61346
1725	12795	61338
1726	12803	61332
1727	12812	61332
1728	12819	61323
1729	12826	61315
1730	12833	61303
1731	12840	61295
1732	12847	61286
1733	12854	61276
1734	12860	61263
1735	12866	61251
1736	12888	61310
1737	12896	61305
1738	12906	61310
1739	12916	61313
1740	12924	61311
1741	12931	61303
1742	12939	61295
1743	12945	61282
1744	12952	61276
1745	12959	61263
1746	12966	61255
1747	12974	61248
1748	12980	61236
1749	12988	61230
1750	12995	61224
1751	13003	61216
1752	13011	61210
1753	13017	61200
1754	13024	61186
1755	13031	61177
1756	13038	61169
1757	13044	61157
1758	13051	61146
1759	13058	61138
1760	13066	61134
1761	13074	61128
1762	13081	61120
1763	13089	61113
1764	13097	61107
1765	13105	61104
1766	13115	61107
1767	13122	61101
1768	13130	61093
1769	13137	61087
1770	13145	61081
1771	13152	61073
1772	13159	61062
1773	13167	61058
1774	13174	61045
1775	13181	61037
1776	13187	61024
1777	13194	61016
1778	13202	61012
1779	13209	61001
1780	13217	60998
1781	13225	60991
1782	13232	60981
1783	13239	60972
1784	13246	60964
1785	13253	60953
1786	13260	60945
1787	13268	60938
1788	13275	60930
1789	13283	60923
1790	13290	60916
1791	13298	60911
1792	13306	60908
1793	13316	60911
1794	13324	60905
1795	13332	60903
1796	13338	60889
1797	13345	60880
1798	13353	60872
1799	13360	60865
1800	13368	60857
1801	13374	60847
1802	13381	60835
1803	13388	60826
1804	13396	60823
1805	13403	60812
1806	13411	60806
1807	13418	60798
1808	13425	60791
1809	13432	60781
1810	13440	60773
1811	13446	60762
1812	13454	60756
1813	13461	60749
1814	13468	60739
1815	13475	60728
1816	13482	60721
1817	13490	60713
1818	13498	60710
1819	13506	60706
1820	13522	60735
1821	13537	60762
1822	13549	60777
1823	13563	60797
1824	13579	60828
1825	13593	60850
1826	13606	60866
1827	13618	60879
1828	13630	60892
1829	13636	60879
1830	13643	60870
1831	13650	60861
1832	13658	60856
1833	13664	60843
1834	13673	60841
1835	13679	60827
1836	13686	60819
1837	13694	60815
1838	13702	60805
1839	13710	60802
1840	13719	60803
1841	13728	60800
1842	13735	60792
1843	13742	60782
1844	13748	60771
1845	13755	60759
1846	13762	60749
1847	13769	60740
1848	13776	60733
1849	13784	60725
1850	13790	60712
1851	13797	60702
1852	13804	60694
1853	13812	60689
1854	13819	60681
1855	13827	60672
1856	13834	60664
1857	13841	60656
1858	13848	60646
1859	13856	60640
1860	13863	60630
1861	13883	60679
1862	13891	60671
1863	13898	60664
1864	13906	60659
1865	13913	60649
1866	13922	60647
1867	13930	60642
1868	13936	60631
1869	13944	60623
1870	13951	60616
1871	13959	60609
1872	13966	60601
1873	13974	60594
1874	13981	60586
1875	13988	60579
1876	13995	60568
1877	14002	60557
1878	14009	60548
1879	14017	60542
1880	14025	60536
1881	14033	60533
1882	14040	60525
1883	14048	60517
1884	14055	60511
1885	14062	60500
1886	14069	60491
1887	14076	60482
1888	14084	60477
1889	14091	60467
1890	14099	60462
1891	14107	60457
1892	14114	60445
1893	14124	60451
1894	14131	60440
1895	14139	60436
1896	14146	60428
1897	14154	60420
1898	14160	60409
1899	14167	60398
1900	14174	60387
1901	14180	60375
1902	14187	60366
1903	14194	60355
1904	14201	60346
1905	14209	60340
1906	14215	60326
1907	14222	60317
1908	14228	60305
1909	14234	60290
1910	14241	60283
1911	14249	60276
1912	14256	60268
1913	14264	60263
1914	14272	60255
1915	14278	60245
1916	14285	60235
1917	14291	60222
1918	14300	60219
1919	14308	60215
1920	14318	60217
1921	14326	60213
1922	14334	60207
1923	14341	60198
1924	14350	60195
1925	14357	60187
1926	14364	60179
1927	14371	60170
1928	14379	60162
1929	14384	60148
1930	14392	60140
1931	14399	60133
1932	14406	60124
1933	14414	60117
1934	14422	60110
1935	14429	60103
1936	14436	60094
1937	14444	60086
1938	14450	60074
1939	14458	60067
1940	14465	60060
1941	14471	60048
1942	14478	60037
1943	14485	60027
1944	14491	60014
1945	14499	60007
1946	14506	60002
1947	14513	59992
1948	14523	59992
1949	14532	59993
1950	14538	59979
1951	14546	59972
1952	14553	59966
1953	14561	59959
1954	14568	59950
1955	14576	59943
1956	14583	59934
1957	14590	59926
1958	14598	59923
1959	14605	59913
1960	14612	59904
1961	14618	59891
1962	14625	59881
1963	14632	59869
1964	14639	59860
1965	14645	59849
1966	14653	59841
1967	14661	59836
1968	14668	59829
1969	14676	59822
1970	14683	59814
1971	14690	59804
1972	14698	59800
1973	14705	59790
1974	14713	59785
1975	14721	59781
1976	14730	59780
1977	14737	59769
1978	14745	59763
1979	14751	59751
1980	14759	59745
1981	14766	59737
1982	14773	59726
1983	14780	59719
1984	14788	59712
1985	14795	59704
1986	14803	59697
1987	14810	59688
1988	14817	59681
1989	14825	59674
1990	14831	59662
1991	14838	59653
1992	14845	59640
1993	14851	59631
1994	14859	59623
1995	14865	59611
1996	14888	59665
1997	14896	59662
1998	14905	59660
1999	14913	59653
2000	14921	59649
2001	14931	59649
2002	14938	59643
2003	14946	59636
2004	14954	59631
2005	14961	59621
2006	14968	59613
2007	14974	59600
2008	14982	59592
2009	14988	59582
2010	14995	59572
2011	15003	59564
2012	15010	59556
2013	15017	59549
2014	15025	59542
2015	15032	59531
2016	15039	59524
2017	15046	59514
2018	15053	59507
2019	15060	59497
2020	15066	59484
2021	15074	59477
2022	15081	59468
2023	15088	59459
2024	15095	59451
2025	15105	59453
2026	15118	59465
2027	15129	59475
2028	15141	59485
2029	15153	59492
2030	15162	59494
2031	15171	59490
2032	15178	59482
2033	15185	59474
2034	15192	59464
2035	15200	59459
2036	15207	59448
2037	15214	59440
2038	15223	59438
2039	15230	59429
2040	15238	59424
2041	15245	59415
2042	15255	59415
2043	15262	59407
2044	15272	59408
2045	15279	59399
2046	15287	59396
2047	15297	59395
2048	15306	59395
2049	15316	59397
2050	15323	59390
2051	15332	59389
2052	15340	59383
2053	15348	59376
2054	15356	59370
2055	15364	59365
2056	15371	59357
2057	15379	59352
2058	15389	59354
2059	15398	59352
2060	15406	59347
2061	15415	59344
2062	15424	59341
2063	15433	59339
2064	15441	59335
2065	15450	59334
2066	15457	59326
2067	15466	59323
2068	15473	59314
2069	15482	59312
2070	15490	59304
2071	15498	59301
2072	15506	59296
2073	15515	59294
2074	15523	59289
2075	15533	59291
2076	15542	59288
2077	15550	59283
2078	15558	59276
2079	15567	59275
2080	15575	59269
2081	15584	59268
2082	15592	59264
2083	15601	59260
2084	15608	59253
2085	15616	59247
2086	15623	59238
2087	15631	59232
2088	15638	59222
2089	15645	59214
2090	15652	59202
2091	15658	59192
2092	15666	59184
2093	15673	59176
2094	15681	59169
2095	15687	59156
2096	15695	59152
2097	15702	59142
2098	15709	59133
2099	15717	59128
2100	15725	59121
2101	15737	59131
2102	15760	59183
2103	15782	59227
2104	15791	59226
2105	15804	59239
2106	15814	59240
2107	15821	59233
2108	15828	59225
2109	15836	59216
2110	15842	59206
2111	15849	59196
2112	15856	59187
2113	15863	59175
2114	15870	59166
2115	15885	59187
2116	15893	59182
2117	15903	59184
2118	15912	59182
2119	15921	59181
2120	15930	59176
2121	15938	59170
2122	15944	59160
2123	15952	59154
2124	15960	59146
2125	15967	59138
2126	15975	59132
2127	15982	59121
2128	15989	59113
2129	15997	59107
2130	16004	59100
2131	16012	59094
2132	16019	59085
2133	16026	59075
2134	16032	59061
2135	16040	59053
2136	16047	59046
2137	16054	59036
2138	16061	59026
2139	16068	59017
2140	16075	59007
2141	16081	58996
2142	16088	58985
2143	16096	58981
2144	16104	58973
2145	16112	58970
2146	16127	58988
2147	16142	59007
2148	16155	59022
2149	16168	59034
2150	16189	59075
2151	16209	59114
2152	16225	59137
2153	16237	59146
2154	16246	59143
2155	16254	59135
2156	16261	59126
2157	16268	59118
2158	16275	59109
2159	16282	59100
2160	16290	59094
2161	16299	59090
2162	16307	59084
2163	16315	59079
2164	16326	59084
2165	16334	59078
2166	16342	59072
2167	16349	59063
2168	16357	59058
2169	16364	59046
2170	16371	59037
2171	16379	59031
2172	16385	59020
2173	16392	59011
2174	16400	59002
2175	16407	58994
2176	16414	58986
2177	16422	58977
2178	16428	58967
2179	16436	58961
2180	16444	58954
2181	16452	58948
2182	16460	58940
2183	16467	58931
2184	16473	58921
2185	16481	58912
2186	16488	58905
2187	16495	58895
2188	16503	58888
2189	16510	58881
2190	16521	58884
2191	16530	58883
2192	16539	58879
2193	16545	58868
2194	16553	58861
2195	16560	58851
2196	16567	58843
2197	16575	58834
2198	16581	58822
2199	16588	58813
2200	16595	58802
2201	16601	58792
2202	16609	58785
2203	16616	58776
2204	16623	58767
2205	16630	58757
2206	16637	58749
2207	16645	58741
2208	16652	58733
2209	16660	58727
2210	16668	58720
2211	16675	58711
2212	16681	58698
2213	16689	58690
2214	16696	58681
2215	16704	58676
2216	16712	58672
2217	16721	58668
2218	16730	58666
2219	16738	58660
2220	16746	58653
2221	16754	58647
2222	16761	58639
2223	16768	58631
2224	16776	58622
2225	16782	58612
2226	16790	58603
2227	16797	58595
2228	16805	58589
2229	16813	58581
2230	16820	58575
2231	16828	58566
2232	16834	58555
2233	16841	58544
2234	16847	58534
2235	16854	58524
2236	16861	58514
2237	16868	58505
2238	16884	58525
2239	16893	58524
2240	16902	58520
2241	16910	58514
2242	16917	58506
2243	16926	58504
2244	16933	58493
2245	16941	58487
2246	16948	58477
2247	16955	58470
2248	16962	58460
2249	16969	58450
2250	16977	58442
2251	16984	58435
2252	16992	58427
2253	16999	58418
2254	17005	58407
2255	17012	58397
2256	17020	58390
2257	17027	58383
2258	17035	58375
2259	17041	58364
2260	17048	58355
2261	17055	58344
2262	17062	58335
2263	17069	58326
2264	17076	58315
2265	17083	58307
2266	17090	58297
2267	17097	58289
2268	17105	58280
2269	17113	58275
2270	17125	58282
2271	17132	58276
2272	17140	58268
2273	17147	58259
2274	17155	58251
2275	17162	58244
2276	17170	58236
2277	17177	58227
2278	17185	58221
2279	17192	58212
2280	17200	58206
2281	17207	58196
2282	17214	58189
2283	17222	58182
2284	17230	58176
2285	17237	58165
2286	17244	58158
2287	17252	58152
2288	17259	58143
2289	17266	58133
2290	17274	58125
2291	17281	58116
2292	17287	58106
2293	17296	58101
2294	17303	58093
2295	17312	58091
2296	17321	58089
2297	17329	58083
2298	17338	58078
2299	17345	58068
2300	17352	58060
2301	17360	58053
2302	17367	58044
2303	17374	58034
2304	17382	58028
2305	17388	58016
2306	17394	58005
2307	17402	57996
2308	17408	57986
2309	17416	57978
2310	17422	57966
2311	17430	57960
2312	17437	57951
2313	17443	57939
2314	17449	57927
2315	17456	57917
2316	17463	57908
2317	17470	57897
2318	17478	57892
2319	17485	57883
2320	17492	57875
2321	17500	57868
2322	17509	57864
2323	17517	57859
2324	17525	57853
2325	17533	57846
2326	17541	57839
2327	17548	57832
2328	17555	57822
2329	17563	57816
2330	17570	57805
2331	17577	57798
2332	17585	57790
2333	17592	57781
2334	17599	57773
2335	17606	57763
2336	17613	57754
2337	17621	57747
2338	17627	57736
2339	17635	57728
2340	17642	57719
2341	17649	57709
2342	17656	57701
2343	17662	57689
2344	17670	57682
2345	17676	57670
2346	17683	57661
2347	17690	57651
2348	17697	57642
2349	17704	57633
2350	17711	57625
2351	17718	57616
2352	17728	57616
2353	17734	57604
2354	17743	57598
2355	17749	57589
2356	17757	57581
2357	17764	57571
2358	17772	57567
2359	17780	57560
2360	17788	57554
2361	17796	57547
2362	17803	57540
2363	17810	57528
2364	17817	57520
2365	17823	57509
2366	17830	57499
2367	17837	57489
2368	17844	57479
2369	17851	57470
2370	17858	57462
2371	17864	57451
2372	17994	57837
2373	18002	57830
2374	18009	57819
2375	18017	57814
2376	18026	57809
2377	18032	57798
2378	18040	57792
2379	18048	57784
2380	18055	57776
2381	18061	57763
2382	18068	57753
2383	18075	57744
2384	18081	57733
2385	18090	57727
2386	18097	57718
2387	18104	57710
2388	18112	57702
2389	18119	57693
2390	18125	57680
2391	18132	57670
2392	18139	57663
2393	18146	57653
2394	18154	57645
2395	18161	57636
2396	18168	57627
2397	18174	57616
2398	18181	57607
2399	18189	57601
2400	18196	57591
2401	18204	57584
2402	18212	57578
2403	18221	57574
2404	18228	57566
2405	18236	57559
2406	18243	57549
2407	18249	57536
2408	18256	57527
2409	18262	57517
2410	18269	57506
2411	18276	57495
2412	18282	57484
2413	18289	57474
2414	18297	57467
2415	18304	57459
2416	18311	57449
2417	18318	57439
2418	18324	57427
2419	18331	57420
2420	18336	57404
2421	18344	57397
2422	18351	57387
2423	18358	57378
2424	18366	57371
2425	18373	57362
2426	18381	57355
2427	18389	57349
2428	18396	57341
2429	18404	57333
2430	18411	57325
2431	18421	57325
2432	18432	57328
2433	18440	57320
2434	18447	57313
2435	18455	57306
2436	18463	57299
2437	18469	57288
2438	18477	57280
2439	18484	57270
2440	18491	57261
2441	18498	57254
2442	18505	57244
2443	18513	57237
2444	18519	57226
2445	18527	57219
2446	18534	57210
2447	18542	57201
2448	18548	57189
2449	18554	57179
2450	18562	57171
2451	18568	57160
2452	18576	57151
2453	18583	57144
2454	18589	57131
2455	18596	57122
2456	18604	57115
2457	18611	57106
2458	18620	57102
2459	18636	57121
2460	18655	57147
2461	18666	57152
2462	18680	57165
2463	18693	57174
2464	18706	57182
2465	18719	57189
2466	18732	57198
2467	18741	57196
2468	18748	57188
2469	18756	57179
2470	18763	57171
2471	18769	57160
2472	18777	57152
2473	18784	57141
2474	18791	57133
2475	18799	57128
2476	18807	57120
2477	18814	57111
2478	18823	57108
2479	18831	57102
2480	18839	57096
2481	18846	57087
2482	18853	57077
2483	18858	57062
2484	18865	57053
2485	18873	57045
2486	18880	57035
2487	18886	57025
2488	18894	57016
2489	18900	57006
2490	18907	56995
2491	18914	56985
2492	18922	56980
2493	18929	56971
2494	18938	56965
2495	18945	56957
2496	18951	56946
2497	18958	56937
2498	18965	56927
2499	18972	56916
2500	18979	56906
2501	19004	56952
2502	19012	56946
2503	19020	56940
2504	19028	56934
2505	19038	56932
2506	19046	56927
2507	19055	56922
2508	19063	56916
2509	19076	56925
2510	19138	57078
2511	19156	57104
2512	19168	57108
2513	19175	57100
2514	19182	57089
2515	19189	57080
2516	19196	57070
2517	19202	57057
2518	19209	57050
2519	19217	57042
2520	19225	57036
2521	19233	57030
2522	19241	57022
2523	19249	57016
2524	19257	57010
2525	19264	57001
2526	19272	56992
2527	19279	56983
2528	19286	56974
2529	19292	56962
2530	19300	56955
2531	19307	56945
2532	19314	56937
2533	19321	56926
2534	19328	56917
2535	19336	56910
2536	19343	56903
2537	19351	56894
2538	19358	56885
2539	19365	56877
2540	19373	56869
2541	19380	56859
2542	19386	56847
2543	19392	56834
2544	19399	56825
2545	19405	56814
2546	19413	56807
2547	19420	56797
2548	19428	56792
2549	19438	56791
2550	19448	56790
2551	19457	56786
2552	19464	56777
2553	19470	56765
2554	19478	56758
2555	19486	56750
2556	19492	56739
2557	19499	56728
2558	19506	56720
2559	19513	56712
2560	19521	56703
2561	19528	56694
2562	19535	56686
2563	19543	56679
2564	19550	56670
2565	19557	56661
2566	19565	56653
2567	19572	56644
2568	19580	56637
2569	19587	56629
2570	19595	56621
2571	19601	56610
2572	19608	56601
2573	19616	56594
2574	19623	56583
2575	19631	56576
2576	19640	56575
2577	19648	56568
2578	19656	56560
2579	19663	56552
2580	19671	56545
2581	19678	56534
2582	19684	56524
2583	19692	56516
2584	19699	56508
2585	19707	56500
2586	19713	56489
2587	19721	56480
2588	19729	56476
2589	19736	56466
2590	19744	56458
2591	19751	56449
2592	19758	56440
2593	19765	56430
2594	19772	56422
2595	19779	56413
2596	19787	56405
2597	19794	56397
2598	19801	56387
2599	19809	56379
2600	19815	56369
2601	19823	56361
2602	19830	56354
2603	19839	56348
2604	19848	56345
2605	19856	56337
2606	19863	56329
2607	19870	56320
2608	19877	56311
2609	19884	56302
2610	19892	56294
2611	19899	56286
2612	19906	56277
2613	19914	56269
2614	19921	56259
2615	19929	56252
2616	19936	56243
2617	19943	56233
2618	19950	56225
2619	19958	56217
2620	19965	56208
2621	19973	56203
2622	19978	56188
2623	19986	56181
2624	20013	56227
2625	20021	56222
2626	20029	56216
2627	20037	56208
2628	20047	56206
2629	20054	56198
2630	20062	56192
2631	20069	56183
2632	20076	56173
2633	20083	56164
2634	20091	56156
2635	20099	56150
2636	20106	56141
2637	20113	56130
2638	20121	56125
2639	20129	56117
2640	20136	56109
2641	20144	56101
2642	20150	56090
2643	20157	56080
2644	20164	56072
2645	20171	56061
2646	20178	56053
2647	20186	56046
2648	20193	56036
2649	20200	56027
2650	20207	56019
2651	20214	56008
2652	20222	56001
2653	20228	55989
2654	20236	55982
2655	20244	55978
2656	20253	55974
2657	20261	55966
2658	20269	55960
2659	20277	55952
2660	20284	55945
2661	20291	55935
2662	20299	55927
2663	20306	55919
2664	20314	55911
2665	20321	55903
2666	20328	55893
2667	20335	55883
2668	20341	55873
2669	20350	55867
2670	20357	55858
2671	20365	55851
2672	20371	55841
2673	20379	55834
2674	20386	55823
2675	20392	55812
2676	20400	55806
2677	20408	55798
2678	20415	55790
2679	20423	55784
2680	20434	55784
2681	20444	55782
2682	20453	55780
2683	20460	55771
2684	20469	55766
2685	20476	55757
2686	20482	55746
2687	20489	55737
2688	20497	55729
2689	20503	55718
2690	20511	55710
2691	20519	55703
2692	20526	55695
2693	20533	55686
2694	20541	55678
2695	20548	55669
2696	20555	55660
2697	20561	55649
2698	20568	55638
2699	20575	55630
2700	20582	55622
2701	20589	55612
2702	20597	55604
2703	20603	55594
2704	20611	55587
2705	20619	55579
2706	20627	55572
2707	20634	55564
2708	20642	55556
2709	20650	55551
2710	20658	55544
2711	20665	55535
2712	20673	55529
2713	20681	55520
2714	20688	55512
2715	20695	55501
2716	20702	55492
2717	20709	55484
2718	20716	55474
2719	20723	55464
2720	20730	55457
2721	20737	55447
2722	20744	55437
2723	20750	55426
2724	20757	55418
2725	20764	55407
2726	20771	55398
2727	20778	55390
2728	20785	55379
2729	20792	55370
2730	20799	55361
2731	20807	55354
2732	20813	55343
2733	20822	55338
2734	20830	55331
2735	20837	55323
2736	20846	55318
2737	20866	55345
2738	20886	55368
2739	20903	55387
2740	20914	55388
2741	20927	55394
2742	20935	55387
2743	20942	55378
2744	20949	55369
2745	20956	55360
2746	20963	55349
2747	20970	55341
2748	20977	55331
2749	20984	55323
2750	20992	55316
2751	21013	55343
2752	21022	55338
2753	21030	55334
2754	21038	55327
2755	21045	55318
2756	21054	55313
2757	21063	55308
2758	21070	55299
2759	21078	55293
2760	21086	55284
2761	21093	55277
2762	21100	55266
2763	21107	55259
2764	21115	55252
2765	21122	55242
2766	21129	55233
2767	21136	55223
2768	21144	55216
2769	21150	55205
2770	21158	55198
2771	21165	55189
2772	21172	55179
2773	21179	55170
2774	21185	55159
2775	21192	55149
2776	21199	55140
2777	21206	55131
2778	21214	55124
2779	21222	55117
2780	21229	55108
2781	21237	55100
2782	21246	55096
2783	21254	55091
2784	21262	55084
2785	21270	55076
2786	21277	55066
2787	21284	55057
2788	21291	55050
2789	21298	55041
2790	21306	55033
2791	21313	55025
2792	21321	55017
2793	21329	55011
2794	21337	55003
2795	21343	54993
2796	21351	54984
2797	21358	54976
2798	21365	54967
2799	21372	54957
2800	21378	54947
2801	21386	54938
2802	21393	54931
2803	21401	54922
2804	21409	54916
2805	21416	54906
2806	21424	54901
2807	21432	54892
2808	21442	54892
2809	21452	54892
2810	21462	54890
2811	21469	54881
2812	21477	54872
2813	21484	54864
2814	21492	54857
2815	21499	54848
2816	21507	54841
2817	21515	54834
2818	21523	54828
2819	21530	54817
2820	21536	54807
2821	21544	54800
2822	21551	54790
2823	21558	54781
2824	21565	54773
2825	21573	54765
2826	21579	54755
2827	21587	54746
2828	21594	54737
2829	21602	54730
2830	21608	54719
2831	21615	54710
2832	21623	54704
2833	21631	54696
2834	21639	54689
2835	21647	54683
2836	21657	54680
2837	21663	54669
2838	21670	54661
2839	21677	54651
2840	21684	54642
2841	21691	54634
2842	21699	54626
2843	21706	54616
2844	21714	54609
2845	21721	54602
2846	21729	54593
2847	21736	54584
2848	21743	54575
2849	21751	54569
2850	21758	54560
2851	21765	54551
2852	21772	54542
2853	21778	54530
2854	21786	54522
2855	21793	54513
2856	21799	54503
2857	21807	54495
2858	21815	54488
2859	21822	54480
2860	21830	54473
2861	21837	54463
2862	21845	54458
2863	21853	54451
2864	21861	54444
2865	21869	54437
2866	21876	54428
2867	21883	54419
2868	21890	54408
2869	21898	54402
2870	21905	54394
2871	21912	54385
2872	21920	54377
2873	21927	54369
2874	21935	54360
2875	21942	54352
2876	21948	54341
2877	21955	54333
2878	21963	54324
2879	21969	54314
2880	21976	54303
2881	21983	54295
2882	21990	54285
2883	21996	54274
2884	22024	54317
2885	22033	54312
2886	22041	54306
2887	22049	54300
2888	22058	54294
2889	22066	54287
2890	22072	54276
2891	22080	54270
2892	22087	54261
2893	22094	54252
2894	22101	54243
2895	22108	54232
2896	22115	54224
2897	22122	54215
2898	22130	54207
2899	22137	54199
2900	22144	54189
2901	22151	54181
2902	22159	54172
2903	22165	54163
2904	22172	54153
2905	22180	54145
2906	22187	54136
2907	22195	54129
2908	22202	54119
2909	22209	54111
2910	22216	54101
2911	22223	54092
2912	22232	54088
2913	22248	54101
2914	22265	54117
2915	22279	54125
2916	22293	54132
2917	22305	54135
2918	22318	54140
2919	22331	54146
2920	22342	54147
2921	22352	54143
2922	22359	54135
2923	22367	54128
2924	22374	54119
2925	22380	54108
2926	22387	54098
2927	22393	54086
2928	22400	54078
2929	22408	54070
2930	22416	54063
2931	22424	54056
2932	22432	54049
2933	22442	54047
2934	22454	54052
2935	22469	54061
2936	22483	54068
2937	22495	54071
2938	22504	54068
2939	22514	54065
2940	22520	54054
2941	22528	54045
2942	22535	54037
2943	22542	54028
2944	22550	54020
2945	22558	54013
2946	22564	54002
2947	22571	53994
2948	22577	53983
2949	22584	53972
2950	22591	53963
2951	22596	53951
2952	22604	53942
2953	22610	53932
2954	22618	53924
2955	22625	53916
2956	22634	53910
2957	22642	53904
2958	22662	53927
2959	22692	53970
2960	22706	53978
2961	22719	53984
2962	22730	53983
2963	22735	53971
2964	22742	53960
2965	22749	53951
2966	22756	53941
2967	22763	53931
2968	22770	53924
2969	22778	53915
2970	22785	53907
2971	22792	53897
2972	22800	53890
2973	22807	53882
2974	22813	53871
2975	22821	53864
2976	22829	53857
2977	22837	53849
2978	22844	53841
2979	22853	53835
2980	22860	53827
2981	22868	53820
2982	22876	53812
2983	22884	53805
2984	22892	53798
2985	22900	53791
2986	22908	53785
2987	22915	53777
2988	22923	53770
2989	22931	53762
2990	22938	53754
2991	22946	53746
2992	22952	53735
2993	22959	53726
2994	22967	53718
2995	22975	53711
2996	22982	53702
2997	22989	53694
2998	22997	53685
2999	23004	53678
3000	23012	53669
3001	23043	53717
3002	23052	53711
3003	23060	53704
3004	23069	53700
3005	23077	53694
3006	23085	53687
3007	23092	53678
3008	23099	53669
3009	23107	53661
3010	23114	53651
3011	23120	53640
3012	23127	53631
3013	23135	53624
3014	23142	53616
3015	23149	53605
3016	23157	53598
3017	23163	53587
3018	23169	53577
3019	23177	53569
3020	23184	53560
3021	23191	53551
3022	23199	53542
3023	23205	53532
3024	23213	53524
3025	23220	53515
3026	23227	53506
3027	23235	53498
3028	23243	53492
3029	23250	53484
3030	23257	53474
3031	23267	53472
3032	23275	53464
3033	23283	53457
3034	23290	53449
3035	23298	53442
3036	23306	53435
3037	23314	53427
3038	23321	53418
3039	23328	53409
3040	23335	53401
3041	23342	53391
3042	23349	53381
3043	23356	53372
3044	23363	53363
3045	23370	53355
3046	23378	53348
3047	23385	53338
3048	23393	53330
3049	23400	53321
3050	23408	53315
3051	23415	53306
3052	23422	53296
3053	23430	53289
3054	23437	53279
3055	23444	53272
3056	23452	53263
3057	23459	53256
3058	23469	53253
3059	23480	53252
3060	23486	53242
3061	23495	53236
3062	23503	53228
3063	23510	53220
3064	23517	53210
3065	23525	53204
3066	23533	53197
3067	23540	53188
3068	23547	53178
3069	23553	53167
3070	23560	53159
3071	23566	53148
3072	23574	53141
3073	23581	53131
3074	23588	53123
3075	23596	53114
3076	23603	53106
3077	23611	53098
3078	23617	53087
3079	23626	53082
3080	23633	53074
3081	23641	53066
3082	23649	53059
3083	23656	53050
3084	23664	53044
3085	23674	53041
3086	23681	53032
3087	23689	53024
3088	23696	53016
3089	23703	53007
3090	23711	53000
3091	23719	52993
3092	23728	52988
3093	23736	52981
3094	23744	52974
3095	23751	52965
3096	23759	52958
3097	23766	52949
3098	23773	52939
3099	23779	52929
3100	23787	52921
3101	23795	52913
3102	23802	52906
3103	23810	52897
3104	23818	52890
3105	23825	52883
3106	23831	52871
3107	23838	52862
3108	23845	52852
3109	23852	52844
3110	23859	52835
3111	23866	52826
3112	23876	52821
3113	23883	52813
3114	23891	52807
3115	23898	52796
3116	23905	52787
3117	23912	52778
3118	23919	52770
3119	23926	52761
3120	23933	52751
3121	23940	52743
3122	23949	52737
3123	23956	52728
3124	23963	52719
3125	23971	52711
3126	23977	52700
3127	23983	52690
3128	23990	52680
3129	23997	52671
3130	24004	52661
3131	24011	52653
3132	24018	52644
3133	24026	52637
3134	24057	52681
3135	24066	52676
3136	24074	52669
3137	24085	52668
3138	24094	52664
3139	24103	52659
3140	24114	52659
3141	24127	52662
3142	24137	52659
3143	24149	52662
3144	24158	52657
3145	24169	52656
3146	24175	52645
3147	24183	52638
3148	24190	52629
3149	24197	52619
3150	24204	52611
3151	24211	52601
3152	24219	52593
3153	24226	52585
3154	24233	52576
3155	24240	52567
3156	24247	52558
3157	24255	52550
3158	24262	52541
3159	24269	52532
3160	24277	52525
3161	24299	52549
3162	24317	52563
3163	24338	52585
3164	24351	52588
3165	24362	52588
3166	24370	52581
3167	24377	52572
3168	24384	52562
3169	24391	52552
3170	24399	52545
3171	24405	52535
3172	24412	52526
3173	24419	52517
3174	24427	52509
3175	24435	52502
3176	24442	52493
3177	24450	52485
3178	24457	52476
3179	24465	52468
3180	24471	52459
3181	24479	52451
3182	24488	52446
3183	24497	52442
3184	24505	52434
3185	24512	52426
3186	24520	52417
3187	24527	52409
3188	24535	52401
3189	24543	52395
3190	24550	52386
3191	24558	52378
3192	24564	52367
3193	24571	52359
3194	24579	52351
3195	24586	52343
3196	24594	52335
3197	24601	52325
3198	24608	52316
3199	24617	52311
3200	24624	52303
3201	24631	52293
3202	24638	52283
3203	24644	52274
3204	24651	52265
3205	24658	52255
3206	24665	52246
3207	24673	52239
3208	24680	52230
3209	24689	52225
3210	24697	52218
3211	24705	52211
3212	24713	52203
3213	24720	52195
3214	24727	52185
3215	24734	52176
3216	24740	52165
3217	24748	52157
3218	24755	52149
3219	24762	52139
3220	24769	52130
3221	24777	52123
3222	24785	52116
3223	24792	52107
3224	24800	52100
3225	24808	52093
3226	24815	52084
3227	24823	52076
