iter	RMSE
1155	10025.46269
1156	10022.71817
1157	10017.52673
1158	10013.95012
1159	10008.29675
1160	10005.22292
1161	10001.58184
1162	9998.092612
1163	9992.790047
1164	9990.65022
1165	9989.296032
1166	9987.05864
1167	9981.926757
1168	9980.431253
1169	9974.625556
1170	9969.572046
1171	9965.899018
1172	9963.641438
1173	9955.82129
1174	9952.990906
1175	9951.960561
1176	9948.457672
1177	9945.582026
1178	9940.979181
1179	9937.574588
1180	9933.560997
1181	9929.080764
1182	9927.286431
1183	9924.869063
1184	9920.750261
1185	9914.951989
1186	9913.362924
1187	9909.167445
1188	9904.569651
1189	9902.018516
1190	9898.96738
1191	9894.040813
1192	9892.362882
1193	9887.032036
1194	9883.872422
1195	9880.72857
1196	9876.30035
1197	9869.335105
1198	9863.881148
1199	9859.800123
1200	9856.895731
1201	9852.55808
1202	9848.561174
1203	9845.645954
1204	9843.445855
1205	9840.547021
1206	9835.386738
1207	9832.642111
1208	9827.675513
1209	9820.904699
1210	9816.971988
1211	9814.4802
1212	9812.139073
1213	9806.962888
1214	9804.995846
1215	9802.009975
1216	9797.237457
1217	9792.531689
1218	9789.289775
1219	9786.85603
1220	9782.564404
1221	9776.813083
1222	9776.194965
1223	9771.476938
1224	9766.514125
1225	9764.068197
1226	9759.592793
1227	9757.520996
1228	9756.119372
1229	9751.462056
1230	9748.029586
1231	9745.277383
1232	9741.714772
1233	9738.782024
1234	9735.350194
1235	9732.171448
1236	9729.902863
1237	9726.027431
1238	9723.141241
1239	9720.360021
1240	9716.583717
1241	9712.194363
1242	9705.692114
1243	9704.292036
1244	9700.323566
1245	9696.634807
1246	9687.131978
1247	9684.513917
1248	9679.303367
1249	9675.379258
1250	9674.636612
1251	9670.027768
1252	9668.137295
1253	9666.250303
1254	9662.217142
1255	9657.033104
1256	9653.753682
1257	9652.161885
1258	9644.873909
1259	9643.185096
1260	9641.422324
1261	9636.238025
1262	9631.532537
1263	9629.817217
1264	9623.180364
1265	9619.328507
1266	9615.971434
1267	9612.200493
1268	9607.820928
1269	9605.752862
1270	9601.684298
1271	9597.307248
1272	9595.106203
1273	9593.914428
1274	9588.478803
1275	9586.861521
1276	9585.204085
1277	9582.857363
1278	9576.777702
1279	9575.63408
1280	9572.048955
1281	9569.036021
1282	9567.187693
1283	9563.916077
1284	9561.587055
1285	9558.75065
1286	9553.596596
1287	9546.390661
1288	9544.582785
1289	9541.125697
1290	9539.408877
1291	9537.310807
1292	9535.576466
1293	9532.421148
1294	9526.859419
1295	9524.036403
1296	9519.942494
1297	9517.681433
1298	9514.481994
1299	9511.609235
1300	9507.462195
1301	9501.576908
1302	9499.143396
1303	9494.23379
1304	9488.66352
1305	9485.7325
1306	9483.724755
1307	9481.622494
1308	9478.783161
1309	9476.691594
1310	9472.794792
1311	9471.402005
1312	9469.842638
1313	9466.356344
1314	9464.392406
1315	9462.083933
1316	9458.095908
1317	9455.242217
1318	9451.823227
1319	9448.981363
1320	9446.576063
1321	9444.965818
1322	9442.596313
1323	9438.355572
1324	9433.723723
1325	9427.840332
1326	9424.670547
1327	9421.720166
1328	9420.374747
1329	9418.702264
1330	9416.174485
1331	9414.909407
1332	9406.740814
1333	9405.189046
1334	9401.276326
1335	9398.676414
1336	9395.750733
1337	9392.018091
1338	9389.27423
1339	9385.625373
1340	9383.34027
1341	9381.200881
1342	9379.353794
1343	9377.547796
1344	9373.773531
1345	9370.857154
1346	9364.190354
1347	9362.140641
1348	9361.123585
1349	9360.078749
1350	9357.565055
1351	9355.943749
1352	9354.783827
1353	9350.59656
1354	9348.295086
1355	9345.693989
1356	9340.663723
1357	9335.911438
1358	9333.206277
1359	9328.674005
1360	9324.339086
1361	9322.755826
1362	9320.393243
1363	9313.736106
1364	9310.419933
1365	9308.551092
1366	9305.828122
1367	9303.881959
1368	9296.98881
1369	9293.64754
1370	9291.886856
1371	9287.594687
1372	9284.524051
1373	9282.856485
1374	9279.458537
1375	9275.450097
1376	9273.026791
1377	9268.362502
1378	9266.493068
1379	9261.151137
1380	9257.566195
1381	9254.812846
1382	9251.085769
1383	9249.68366
1384	9247.272477
1385	9244.043078
1386	9242.00095
1387	9237.023174
1388	9235.197471
1389	9231.963575
1390	9227.297138
1391	9222.414348
1392	9220.294109
1393	9217.577145
1394	9213.201249
1395	9209.138393
1396	9207.072544
1397	9204.263186
1398	9201.153292
1399	9198.961019
1400	9197.585178
1401	9196.3728
1402	9194.326047
1403	9190.55334
1404	9186.105369
1405	9183.583288
1406	9180.227428
1407	9176.790051
1408	9174.819032
1409	9172.50863
1410	9171.330133
1411	9170.035599
1412	9167.972347
1413	9164.680583
1414	9157.690126
1415	9154.82337
1416	9150.532281
1417	9148.86792
1418	9145.362666
1419	9143.854344
1420	9141.827338
1421	9137.926173
1422	9136.33617
1423	9135.075759
1424	9132.678764
1425	9130.036977
1426	9128.638039
1427	9126.204553
1428	9123.241346
1429	9118.088386
1430	9114.656655
1431	9112.459273
1432	9110.478417
1433	9107.730044
1434	9106.065358
1435	9099.291355
1436	9096.997658
1437	9094.636394
1438	9091.629098
1439	9090.219732
1440	9089.592492
1441	9086.233514
