市区町村,,1983年,1984年,1985年,1986年,1987年,1988年,1989年,1990年,1991年,1992年,1993年,1994年,1995年,1996年,1997年,1998年,1999年,2000年,2001年,2002年,2003年,2004年,2005年,2006年,2007年,2008年,2009年,2010年,2011年,2012年,2013年,2014年,2015年,2016年,2017年,2018年,2019年,2020年,2021年,2022年
東京都品川区旗の台6-19-4,基準地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"591,000","598,000","610,000","635,000","653,000","676,000","707,000","745,000","750,000","763,000",-
東京都品川区東五反田3-9-4,基準地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,150,000",-
東京都品川区北品川5-9-28,基準地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"850,000","837,000","736,000","710,000","710,000","710,000","755,000","780,000","865,000","910,000","955,000","1,030,000","1,110,000","1,130,000","1,160,000",-
東京都品川区南大井4-12-7,基準地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"470,000","480,000","509,000","525,000","550,000","585,000","614,000","620,000","630,000",-
東京都品川区平塚3-8-11,基準地価,-,-,-,-,-,-,-,-,"886,000","815,000","640,000","580,000","560,000","550,000","545,000","535,000","524,000","504,000","490,000","483,000","476,000","472,000","472,000","510,000","580,000","580,000","515,000","490,000","487,000","486,000","495,000","514,000","542,000","561,000","586,000","624,000","658,000","665,000","678,000",-
東京都品川区西五反田4-20-4,基準地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"545,000","577,000","597,000","622,000","662,000","700,000","710,000","723,000",-
東京都品川区小山6-5-6,基準地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"770,000","730,000","695,000","660,000","650,000","640,000","632,000","632,000","685,000","800,000","815,000","715,000","673,000","665,000","663,000","667,000","685,000","715,000","737,000","774,000","815,000","866,000","872,000","871,000",-
東京都品川区旗の台3-14-2,基準地価,-,-,-,-,-,-,-,-,-,-,-,-,-,"950,000","880,000","835,000","785,000","745,000","715,000","695,000","680,000","670,000","670,000","724,000","830,000","846,000","753,000","715,000","702,000","699,000","702,000","715,000","747,000","769,000","801,000","847,000","905,000","905,000","902,000",-
東京都品川区西五反田5-11-13,基準地価,"576,000","640,000","680,000","1,050,000","1,750,000","1,750,000","1,700,000","1,700,000","1,650,000","1,520,000","1,290,000","1,100,000","970,000","860,000","780,000","745,000","700,000","680,000","663,000","663,000","663,000","663,000","671,000","726,000","850,000","875,000","760,000","720,000","712,000","711,000","715,000","729,000","762,000","786,000","825,000","879,000","941,000","950,000","950,000",-
東京都品川区中延2-8-6,基準地価,"865,000","874,000","1,020,000","1,550,000","2,300,000","2,300,000","2,160,000","2,200,000","2,200,000","1,940,000","1,420,000","1,140,000","970,000","870,000","800,000","765,000","720,000","685,000","660,000","650,000","645,000","640,000","640,000","675,000","800,000","812,000","715,000","670,000","663,000","662,000","662,000","685,000","720,000","743,000","776,000","822,000","875,000","884,000","884,000",-
