"都道府県名","市区町村名","大字・丁目名","小字・通称名","街区符号・地番","座標系番号","Ｘ座標","Ｙ座標","緯度","経度","住居表示フラグ","代表フラグ","更新前履歴フラグ","更新後履歴フラグ"
"東京都","墨田区","千歳一丁目","","3","9","-34331.8","-3888.5","35.690543","139.790369","1","1","0","0"
"東京都","墨田区","両国一丁目","","3","9","-34037.9","-3900.5","35.693193","139.790235","1","1","0","0"
"東京都","墨田区","両国一丁目","","13","9","-33881.0","-3887.7","35.694607","139.790376","1","1","0","0"
"東京都","墨田区","両国一丁目","","10","9","-33948.5","-3866.4","35.693999","139.790611","1","1","0","0"
"東京都","墨田区","両国一丁目","","3","9","-34084.8","-3893.7","35.692770","139.790311","1","0","0","0"
"東京都","墨田区","両国一丁目","","4","9","-34130.1","-3887.5","35.692362","139.790379","1","1","0","0"
"東京都","墨田区","千歳一丁目","","1","9","-34337.5","-3845.2","35.690493","139.790848","1","1","0","0"
"東京都","墨田区","両国一丁目","","9","9","-33983.6","-3860.0","35.693682","139.790682","1","1","0","0"
"東京都","墨田区","両国一丁目","","8","9","-34018.5","-3853.9","35.693368","139.790750","1","1","0","0"
"東京都","墨田区","両国一丁目","","16","9","-33811.0","-3868.4","35.695238","139.790588","1","1","0","0"
"東京都","墨田区","両国一丁目","","7","9","-34060.3","-3845.6","35.692991","139.790841","1","1","0","0"
"東京都","墨田区","両国一丁目","","6","9","-34098.8","-3841.8","35.692644","139.790884","1","1","0","0"
"東京都","墨田区","両国一丁目","","14","9","-33884.6","-3847.5","35.694575","139.790820","1","1","0","0"
"東京都","墨田区","両国一丁目","","17","9","-33755.4","-3845.8","35.695740","139.790838","1","1","0","0"
"東京都","墨田区","両国一丁目","","5","9","-34135.8","-3835.3","35.692310","139.790956","1","1","0","0"
"東京都","墨田区","千歳一丁目","","2","9","-34315.9","-3808.6","35.690687","139.791252","1","1","0","0"
"東京都","墨田区","両国一丁目","","15","9","-33820.3","-3831.9","35.695154","139.790992","1","1","0","0"
"東京都","墨田区","両国一丁目","","18","9","-33765.8","-3813.8","35.695646","139.791192","1","1","0","0"
"東京都","墨田区","千歳一丁目","","4","9","-34241.3","-3792.6","35.691360","139.791428","1","1","0","0"
"東京都","墨田区","両国二丁目","","11","9","-33887.9","-3810.5","35.694545","139.791228","1","1","0","0"
"東京都","墨田区","両国二丁目","","12","9","-33827.3","-3801.4","35.695091","139.791329","1","1","0","0"
"東京都","墨田区","両国二丁目","","7","9","-34055.0","-3763.8","35.693039","139.791745","1","1","0","0"
"東京都","墨田区","千歳一丁目","","5","9","-34307.8","-3750.7","35.690761","139.791892","1","1","0","0"
"東京都","墨田区","両国二丁目","","6","9","-34086.6","-3758.9","35.692754","139.791800","1","1","0","0"
"東京都","墨田区","両国二丁目","","13","9","-33774.8","-3776.9","35.695565","139.791600","1","1","0","0"
"東京都","墨田区","両国二丁目","","2","9","-34125.6","-3755.5","35.692403","139.791838","1","1","0","0"
"東京都","墨田区","両国二丁目","","15","9","-33861.5","-3773.6","35.694783","139.791637","1","1","0","0"
"東京都","墨田区","両国二丁目","","16","9","-33899.3","-3771.4","35.694443","139.791661","1","1","0","0"
"東京都","墨田区","両国二丁目","","14","9","-33823.6","-3771.5","35.695125","139.791660","1","1","0","0"
"東京都","墨田区","横網一丁目","","3","9","-33709.3","-3766.9","35.696155","139.791710","1","1","0","0"
"東京都","墨田区","千歳一丁目","","9","9","-34199.9","-3693.7","35.691733","139.792521","1","1","0","0"
"東京都","墨田区","千歳一丁目","","8","9","-34242.8","-3681.9","35.691347","139.792652","1","1","0","0"
"東京都","墨田区","千歳一丁目","","6","9","-34288.2","-3693.5","35.690938","139.792523","1","1","0","0"
"東京都","墨田区","両国二丁目","","5","9","-34065.0","-3688.1","35.692949","139.792582","1","1","0","0"
"東京都","墨田区","両国二丁目","","21","9","-33772.6","-3677.9","35.695585","139.792694","1","1","0","0"
"東京都","墨田区","両国二丁目","","3","9","-34119.4","-3666.5","35.692459","139.792821","1","1","0","0"
"東京都","墨田区","横網一丁目","","12","9","-33462.2","-3575.1","35.698383","139.793828","1","1","0","0"
"東京都","墨田区","千歳一丁目","","7","9","-34284.6","-3637.3","35.690970","139.793144","1","1","0","0"
"東京都","墨田区","両国二丁目","","4","9","-34062.2","-3642.7","35.692974","139.793084","1","1","0","0"
"東京都","墨田区","両国三丁目","","26","9","-33790.0","-3603.6","35.695428","139.793514","1","1","0","0"
"東京都","墨田区","両国三丁目","","18","9","-33938.5","-3611.6","35.694089","139.793426","1","1","0","0"
"東京都","墨田区","両国三丁目","","23","9","-33833.9","-3609.4","35.695032","139.793451","1","1","0","0"
"東京都","墨田区","両国三丁目","","17","9","-33978.1","-3608.6","35.693733","139.793460","1","1","0","0"
