"都道府県名","市区町村名","大字・丁目名","小字・通称名","街区符号・地番","座標系番号","Ｘ座標","Ｙ座標","緯度","経度","住居表示フラグ","代表フラグ","更新前履歴フラグ","更新後履歴フラグ"
"東京都","品川区","小山七丁目","","17","9","-43396.6","-12445.9","35.608765","139.695959","1","1","0","0"
"東京都","品川区","旗の台六丁目","","3","9","-43549.7","-12456.7","35.607385","139.695842","1","1","0","0"
"東京都","品川区","旗の台六丁目","","1","9","-43456.1","-12434.0","35.608229","139.696090","1","1","0","0"
"東京都","品川区","小山七丁目","","16","9","-43335.2","-12454.8","35.609318","139.695859","1","1","0","0"
"東京都","品川区","小山六丁目","","28","9","-42915.3","-12447.7","35.613103","139.695931","1","1","0","0"
"東京都","品川区","旗の台六丁目","","15","9","-43574.1","-12393.1","35.607166","139.696544","1","1","0","0"
"東京都","品川区","小山七丁目","","2","9","-43031.4","-12418.3","35.612057","139.696257","1","1","0","0"
"東京都","品川区","小山七丁目","","5","9","-43083.7","-12413.4","35.611586","139.696312","1","1","0","0"
"東京都","品川区","小山七丁目","","10","9","-43268.6","-12398.5","35.609920","139.696479","1","1","0","0"
"東京都","品川区","小山七丁目","","15","9","-43327.9","-12386.6","35.609385","139.696612","1","1","0","0"
"東京都","品川区","旗の台六丁目","","2","9","-43490.7","-12425.2","35.607917","139.696188","1","1","0","0"
"東京都","品川区","小山七丁目","","6","9","-43143.9","-12403.5","35.611043","139.696423","1","1","0","0"
"東京都","品川区","小山六丁目","","14","9","-42868.3","-12422.9","35.613527","139.696204","1","1","0","0"
"東京都","品川区","小山七丁目","","9","9","-43206.2","-12398.9","35.610482","139.696474","1","1","0","0"
"東京都","品川区","旗の台六丁目","","16","9","-43630.6","-12362.4","35.606657","139.696883","1","1","0","0"
"東京都","品川区","旗の台六丁目","","3","9","-43510.8","-12391.7","35.607736","139.696558","1","0","0","0"
"東京都","品川区","小山六丁目","","14","9","-42846.6","-12408.8","35.613723","139.696359","1","0","0","0"
"東京都","品川区","小山六丁目","","14","9","-42819.7","-12393.7","35.613966","139.696525","1","0","0","0"
"東京都","品川区","小山七丁目","","14","9","-43383.6","-12366.4","35.608883","139.696836","1","1","0","0"
"東京都","品川区","旗の台六丁目","","17","9","-43686.1","-12330.9","35.606157","139.697232","1","1","0","0"
"東京都","品川区","小山六丁目","","26","9","-42991.2","-12389.7","35.612420","139.696572","1","1","0","0"
"東京都","品川区","小山台二丁目","","1","9","-41605.9","-12358.4","35.624907","139.696897","1","1","0","0"
"東京都","品川区","小山六丁目","","13","9","-42782.5","-12375.8","35.614302","139.696723","1","1","0","0"
"東京都","品川区","旗の台六丁目","","5","9","-43408.0","-12214.2","35.608665","139.698515","1","1","0","0"
"東京都","品川区","小山七丁目","","3","9","-43037.8","-12311.6","35.612000","139.697435","1","1","0","0"
"東京都","品川区","小山六丁目","","25","9","-43002.3","-12338.3","35.612321","139.697140","1","1","0","0"
"東京都","品川区","旗の台六丁目","","31","9","-43752.9","-12337.4","35.605555","139.697162","1","1","0","0"
"東京都","品川区","小山六丁目","","13","9","-42774.2","-12345.2","35.614376","139.697060","1","0","0","0"
"東京都","品川区","小山七丁目","","4","9","-43081.3","-12298.5","35.611609","139.697581","1","1","0","0"
"東京都","品川区","旗の台六丁目","","32","9","-43801.0","-12319.8","35.605121","139.697356","1","1","0","0"
"東京都","品川区","小山六丁目","","24","9","-42957.9","-12310.0","35.612721","139.697451","1","1","0","0"
"東京都","品川区","小山七丁目","","7","9","-43142.0","-12290.2","35.611061","139.697673","1","1","0","0"
"東京都","品川区","旗の台六丁目","","4","9","-43474.8","-12278.6","35.608062","139.697806","1","1","0","0"
"東京都","品川区","小山七丁目","","8","9","-43203.6","-12303.7","35.610506","139.697524","1","1","0","0"
"東京都","品川区","小山七丁目","","11","9","-43262.7","-12281.6","35.609974","139.697770","1","1","0","0"
"東京都","品川区","旗の台六丁目","","14","9","-43533.5","-12284.5","35.607533","139.697742","1","1","0","0"
"東京都","品川区","小山七丁目","","13","9","-43343.9","-12299.8","35.609242","139.697570","1","1","0","0"
"東京都","品川区","小山台二丁目","","2","9","-41596.4","-12263.3","35.624994","139.697946","1","1","0","0"
"東京都","品川区","旗の台六丁目","","33","9","-43871.3","-12277.4","35.604489","139.697825","1","1","0","0"
"東京都","品川区","小山六丁目","","17","9","-42897.8","-12282.3","35.613263","139.697756","1","1","0","0"
"東京都","品川区","旗の台六丁目","","30","9","-43742.9","-12257.3","35.605646","139.698046","1","1","0","0"
"東京都","品川区","小山六丁目","","25","9","-43006.9","-12290.9","35.612279","139.697663","1","0","0","0"
"東京都","品川区","旗の台六丁目","","19","9","-43585.0","-12231.4","35.607069","139.698329","1","1","0","0"
"東京都","品川区","小山六丁目","","10","9","-42842.6","-12259.5","35.613761","139.698007","1","1","0","0"
"東京都","品川区","小山六丁目","","24","9","-42939.7","-12275.9","35.612886","139.697828","1","0","0","0"
"東京都","品川区","小山六丁目","","25","9","-43010.0","-12257.0","35.612252","139.698037","1","0","0","0"
"東京都","品川区","小山七丁目","","12","9","-43334.6","-12240.2","35.609326","139.698228","1","1","0","0"
"東京都","品川区","旗の台六丁目","","18","9","-43631.5","-12211.6","35.606651","139.698548","1","1","0","0"
"東京都","品川区","小山六丁目","","24","9","-42962.7","-12248.2","35.612679","139.698133","1","0","0","0"
"東京都","品川区","小山六丁目","","10","9","-42820.1","-12229.3","35.613964","139.698340","1","0","0","0"
"東京都","品川区","旗の台六丁目","","13","9","-43518.1","-12219.4","35.607672","139.698460","1","1","0","0"
"東京都","品川区","小山六丁目","","18","9","-42900.4","-12237.7","35.613241","139.698249","1","1","0","0"
"東京都","品川区","旗の台五丁目","","16","9","-43940.6","-12230.3","35.603864","139.698346","1","1","0","0"
"東京都","品川区","小山七丁目","","8","9","-43202.0","-12236.1","35.610522","139.698271","1","0","0","0"
"東京都","品川区","旗の台六丁目","","26","9","-43702.9","-12182.7","35.606008","139.698868","1","1","0","0"
"東京都","品川区","旗の台五丁目","","16","9","-43910.0","-12214.6","35.604140","139.698519","1","0","0","0"
"東京都","品川区","小山六丁目","","5","9","-42743.6","-12194.0","35.614654","139.698728","1","1","0","0"
"東京都","品川区","小山台二丁目","","2","9","-41580.3","-12217.2","35.625140","139.698455","1","0","0","0"
"東京都","品川区","荏原七丁目","","1","9","-43015.2","-12188.9","35.612206","139.698789","1","1","0","0"
"東京都","品川区","小山六丁目","","23","9","-42955.9","-12185.3","35.612741","139.698828","1","1","0","0"
"東京都","品川区","小山台二丁目","","2","9","-41602.8","-12214.8","35.624937","139.698482","1","0","0","0"
"東京都","品川区","荏原七丁目","","1","9","-43037.2","-12216.7","35.612008","139.698483","1","0","0","0"
"東京都","品川区","小山台二丁目","","2","9","-41626.1","-12212.0","35.624727","139.698513","1","0","0","0"
"東京都","品川区","小山台二丁目","","2","9","-41670.2","-12207.2","35.624329","139.698567","1","0","0","0"
