"都道府県名","市区町村名","大字・丁目名","小字・通称名","街区符号・地番","座標系番号","Ｘ座標","Ｙ座標","緯度","経度","住居表示フラグ","代表フラグ","更新前履歴フラグ","更新後履歴フラグ"
"東京都","大田区","西糀谷四丁目","","13","9","-49341.5","-9469.6","35.555212","139.728879","1",0,"0","1"
"東京都","大田区","西糀谷四丁目","","13","9","-49323.8","-9392.9","35.555372","139.729725","1",0,"0","2"
"東京都","大田区","城南島六丁目","","1","9","-46054.4","-5096.1","35.584873","139.777101","1",1,"0","1"
"東京都","大田区","城南島六丁目","","2","9","-46368.6","-5401.9","35.582039","139.773728","1",1,"0","1"
"東京都","大田区","大森西六丁目","","15","9","-47958.1","-9537.4","35.567681","139.728115","0",1,"0","1"
"東京都","大田区","大森西六丁目","","15","9","-47917","-9556.5","35.568051","139.727904","0",0,"0","1"
"東京都","大田区","田園調布五丁目","","40","9","-44790.3","-16305.8","35.596146","139.653382","1","1","0","0"
"東京都","大田区","田園調布五丁目","","39","9","-44716.5","-16269.2","35.596812","139.653784","1","1","0","0"
"東京都","大田区","田園調布五丁目","","43","9","-44934.6","-16203.4","35.594847","139.654515","1","1","0","0"
"東京都","大田区","田園調布五丁目","","44","9","-44925.8","-16126.2","35.594928","139.655366","1","1","0","0"
"東京都","大田区","田園調布五丁目","","44","9","-44896.0","-16111.1","35.595197","139.655533","1","0","0","0"
"東京都","大田区","田園調布五丁目","","45","9","-44994.3","-16102.5","35.594311","139.655629","1","1","0","0"
"東京都","大田区","田園調布五丁目","","44","9","-44864.1","-16095.0","35.595485","139.655710","1","0","0","0"
"東京都","大田区","田園調布五丁目","","35","9","-44815.3","-16069.6","35.595925","139.655989","1","1","0","0"
"東京都","大田区","田園調布五丁目","","34","9","-44752.4","-16040.6","35.596492","139.656308","1","1","0","0"
"東京都","大田区","田園調布五丁目","","46","9","-44849.0","-16022.8","35.595622","139.656506","1","1","0","0"
"東京都","大田区","田園調布五丁目","","21","9","-44601.7","-15995.0","35.597851","139.656808","1","1","0","0"
"東京都","大田区","田園調布五丁目","","30","9","-44848.3","-15956.3","35.595629","139.657240","1","1","0","0"
"東京都","大田区","田園調布五丁目","","56","9","-45144.0","-15965.6","35.592964","139.657143","1","1","0","0"
"東京都","大田区","田園調布五丁目","","31","9","-44750.8","-15978.7","35.596508","139.656991","1","1","0","0"
"東京都","大田区","田園調布五丁目","","22","9","-44644.2","-15966.4","35.597469","139.657125","1","1","0","0"
"東京都","大田区","田園調布五丁目","","20","9","-44572.3","-15924.0","35.598118","139.657591","1","1","0","0"
"東京都","大田区","田園調布五丁目","","23","9","-44693.3","-15927.2","35.597027","139.657558","1","1","0","0"
"東京都","大田区","田園調布五丁目","","55","9","-45189.3","-15907.2","35.592556","139.657789","1","1","0","0"
"東京都","大田区","田園調布五丁目","","27","9","-44738.9","-15882.3","35.596617","139.658054","1","1","0","0"
"東京都","大田区","田園調布五丁目","","30","9","-44932.9","-15887.6","35.594868","139.658000","1","0","0","0"
"東京都","大田区","田園調布五丁目","","29","9","-44831.3","-15888.8","35.595784","139.657984","1","1","0","0"
"東京都","大田区","田園調布五丁目","","19","9","-44485.2","-15905.8","35.598903","139.657790","1","1","0","0"
"東京都","大田区","田園調布五丁目","","19","9","-44511.0","-15907.8","35.598670","139.657768","1","0","0","0"
"東京都","大田区","田園調布五丁目","","24","9","-44638.0","-15834.5","35.597527","139.658580","1","1","0","0"
"東京都","大田区","田園調布五丁目","","28","9","-44806.3","-15842.1","35.596010","139.658499","1","1","0","0"
"東京都","大田区","田園調布五丁目","","18","9","-44435.3","-15782.9","35.599355","139.659145","1","1","0","0"
"東京都","大田区","田園調布五丁目","","17","9","-44498.2","-15812.2","35.598787","139.658823","1","1","0","0"
"東京都","大田区","田園調布五丁目","","16","9","-44562.8","-15823.5","35.598205","139.658700","1","1","0","0"
"東京都","大田区","田園調布五丁目","","29","9","-44906.6","-15844.8","35.595106","139.658472","1","0","0","0"
"東京都","大田区","田園調布五丁目","","54","9","-45204.1","-15828.7","35.592424","139.658655","1","1","0","0"
"東京都","大田区","田園調布五丁目","","1","9","-45020.6","-15794.7","35.594079","139.659027","1","1","0","0"
"東京都","大田区","田園調布五丁目","","29","9","-44877.5","-15827.0","35.595368","139.658668","1","0","0","0"
"東京都","大田区","田園調布五丁目","","53","9","-45165.3","-15805.8","35.592774","139.658907","1","1","0","0"
"東京都","大田区","田園調布五丁目","","25","9","-44680.9","-15792.4","35.597141","139.659045","1","1","0","0"
"東京都","大田区","田園調布五丁目","","52","9","-45111.5","-15780.5","35.593260","139.659185","1","1","0","0"
"東京都","大田区","田園調布五丁目","","26","9","-44721.4","-15772.9","35.596776","139.659262","1","1","0","0"
"東京都","大田区","田園調布四丁目","","47","9","-45206.9","-15742.4","35.592400","139.659607","1","1","0","0"
"東京都","大田区","田園調布五丁目","","7","9","-44607.1","-15722.0","35.597807","139.659821","1","1","0","0"
"東京都","大田区","田園調布五丁目","","6","9","-44644.8","-15732.8","35.597467","139.659703","1","1","0","0"
"東京都","大田区","田園調布五丁目","","15","9","-44547.9","-15692.9","35.598341","139.660141","1","1","0","0"
"東京都","大田区","田園調布四丁目","","48","9","-45152.5","-15714.2","35.592891","139.659918","1","1","0","0"
"東京都","大田区","田園調布五丁目","","14","9","-44504.7","-15723.0","35.598730","139.659808","1","1","0","0"
"東京都","大田区","田園調布五丁目","","13","9","-44441.0","-15682.2","35.599305","139.660257","1","1","0","0"
"東京都","大田区","田園調布四丁目","","34","9","-45071.0","-15700.7","35.593626","139.660065","1","1","0","0"
"東京都","大田区","田園調布四丁目","","31","9","-44880.2","-15714.4","35.595346","139.659910","1","1","0","0"
"東京都","大田区","田園調布四丁目","","32","9","-44975.5","-15711.7","35.594487","139.659942","1","1","0","0"
"東京都","大田区","田園調布四丁目","","27","9","-44710.9","-15692.3","35.596872","139.660151","1","1","0","0"
"東京都","大田区","田園調布四丁目","","46","9","-45231.1","-15668.7","35.592183","139.660421","1","1","0","0"
"東京都","大田区","田園調布四丁目","","30","9","-44886.1","-15650.8","35.595293","139.660612","1","1","0","0"
"東京都","大田区","田園調布四丁目","","33","9","-44952.5","-15658.8","35.594695","139.660525","1","1","0","0"
"東京都","大田区","田園調布五丁目","","8","9","-44615.7","-15663.9","35.597731","139.660462","1","1","0","0"
"東京都","大田区","田園調布四丁目","","35","9","-45111.5","-15646.5","35.593262","139.660664","1","1","0","0"
"東京都","大田区","田園調布四丁目","","33","9","-45018.5","-15641.8","35.594100","139.660714","1","0","0","0"
"東京都","大田区","田園調布四丁目","","45","9","-45187.6","-15644.8","35.592576","139.660684","1","1","0","0"
"東京都","大田区","田園調布四丁目","","29","9","-44789.7","-15602.8","35.596163","139.661140","1","1","0","0"
"東京都","大田区","田園調布四丁目","","28","9","-44723.7","-15605.6","35.596758","139.661108","1","1","0","0"
"東京都","大田区","田園調布五丁目","","9","9","-44569.6","-15630.5","35.598147","139.660830","1","1","0","0"
"東京都","大田区","田園調布四丁目","","26","9","-44648.2","-15598.8","35.597439","139.661181","1","1","0","0"
