市区町村,,1983年,1984年,1985年,1986年,1987年,1988年,1989年,1990年,1991年,1992年,1993年,1994年,1995年,1996年,1997年,1998年,1999年,2000年,2001年,2002年,2003年,2004年,2005年,2006年,2007年,2008年,2009年,2010年,2011年,2012年,2013年,2014年,2015年,2016年,2017年,2018年,2019年,2020年,2021年,2022年
東京都新宿区中井2-27-13,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"480,000","493,000","518,000","550,000","583,000","579,000","585,000"
東京都新宿区歌舞伎町1-1-16,公示地価,-,-,-,-,"21,000,000","23,000,000","24,000,000","25,300,000","26,000,000","24,200,000","18,200,000","12,300,000","9,100,000","6,600,000","5,800,000","5,800,000","5,640,000","5,510,000","5,410,000","5,240,000","5,050,000","4,990,000","4,980,000","5,140,000","5,990,000","7,750,000","7,140,000","6,280,000","6,020,000","5,730,000","5,650,000","5,820,000","6,050,000","6,530,000","7,000,000","7,690,000","8,500,000","9,300,000","8,370,000","8,370,000"
東京都新宿区余丁町6-23,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,000,000","915,000","896,000","869,000","861,000","892,000","925,000","958,000","988,000","1,040,000","1,130,000","1,220,000","1,200,000","1,200,000"
東京都新宿区新宿2-5-10,公示地価,-,-,-,-,-,-,-,"23,000,000","23,000,000","21,200,000","17,000,000","11,400,000","8,450,000","6,100,000","5,080,000","4,850,000","4,500,000","4,190,000","4,050,000","3,980,000","3,940,000","3,850,000","3,770,000","3,820,000","4,230,000","5,370,000","4,880,000","4,300,000","4,100,000","4,020,000","4,000,000","4,150,000","4,300,000","4,450,000","4,630,000","4,960,000","5,390,000","5,840,000","5,720,000","5,720,000"
東京都新宿区西新宿7-1-12,公示地価,-,-,"6,600,000","9,800,000","18,000,000","20,500,000","21,200,000","22,400,000","23,300,000","22,000,000","17,000,000","11,700,000","8,690,000","6,400,000","5,400,000","4,920,000","4,690,000","4,600,000","4,570,000","4,520,000","4,470,000","4,410,000","4,380,000","4,390,000","4,740,000","6,000,000","5,650,000","4,960,000","4,630,000","4,500,000","4,470,000","4,650,000","4,840,000","5,100,000","5,350,000","5,700,000","6,200,000","6,650,000","6,520,000","6,490,000"
東京都新宿区西新宿1-7-1,公示地価,"6,830,000","8,100,000","10,500,000","16,000,000","28,600,000","33,300,000","34,500,000","37,500,000","38,500,000","36,400,000","27,400,000","18,300,000","13,300,000","10,100,000","9,100,000","9,380,000","9,200,000","9,200,000","9,380,000","9,380,000","9,380,000","9,380,000","9,450,000","10,100,000","12,300,000","16,100,000","15,300,000","11,900,000","11,300,000","11,100,000","11,000,000","11,500,000","12,200,000","13,500,000","15,200,000","16,800,000","18,800,000","21,000,000","20,300,000","20,200,000"
東京都新宿区高田馬場2-8-4,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,320,000","1,910,000","1,750,000","1,620,000","1,520,000","1,470,000","1,390,000","1,360,000","1,350,000","1,340,000","1,370,000","1,520,000","1,900,000","1,750,000","1,610,000","1,560,000","1,540,000","1,520,000","1,570,000","1,630,000","1,700,000","1,760,000","1,870,000","2,000,000","2,180,000","2,130,000","2,130,000"
東京都新宿区四谷三栄町4-10,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,220,000","1,110,000","1,080,000","1,060,000","1,050,000","1,080,000","1,110,000","1,150,000","1,190,000","1,240,000","1,330,000","1,440,000","1,410,000","1,420,000"
東京都新宿区四谷3丁目1番8,公示地価,-,-,-,-,-,"19,000,000","19,000,000","19,500,000","19,500,000","18,000,000","13,500,000","9,300,000","6,750,000","4,870,000","3,980,000","3,630,000","3,320,000","3,150,000","3,070,000","2,980,000","2,960,000","2,930,000","2,790,000","2,850,000","3,220,000","4,000,000","3,680,000","3,200,000","3,020,000","2,940,000","2,920,000","3,020,000","3,120,000","3,230,000","3,350,000","3,550,000","3,830,000","4,100,000","4,000,000","4,000,000"
東京都新宿区西新宿2-6-1,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"8,330,000","10,600,000","9,700,000","7,700,000","7,200,000","7,100,000","7,100,000","7,350,000","7,750,000","8,450,000","9,300,000","10,200,000","12,200,000","13,500,000","13,000,000","12,800,000"
