"都道府県名","市区町村名","大字・丁目名","小字・通称名","街区符号・地番","座標系番号","Ｘ座標","Ｙ座標","緯度","経度","住居表示フラグ","代表フラグ","更新前履歴フラグ","更新後履歴フラグ"
"東京都","千代田区","永田町一丁目","","6","9","-36252.5","-7956.2","35.673207","139.745444","1",1,"0","1"
"東京都","千代田区","麹町六丁目","","1","9","-34981.8","-9228.7","35.684649","139.731373","0","1","0","0"
"東京都","千代田区","麹町六丁目","","5","9","-34981.8","-9228.7","35.684649","139.731373","0","1","0","0"
"東京都","千代田区","六番町","","6","9","-34653.0","-9100.3","35.687614","139.732787","0","1","0","0"
"東京都","千代田区","六番町","","8","9","-34653.0","-9100.3","35.687614","139.732787","0","1","0","0"
"東京都","千代田区","六番町","","10","9","-34653.0","-9100.3","35.687614","139.732787","0","1","0","0"
"東京都","千代田区","六番町","","12","9","-34653.0","-9100.3","35.687614","139.732787","0","1","0","0"
"東京都","千代田区","六番町","","14","9","-34653.0","-9100.3","35.687614","139.732787","0","1","0","0"
"東京都","千代田区","麹町六丁目","","1","9","-34968.5","-9134.2","35.684770","139.732417","0","0","0","0"
"東京都","千代田区","紀尾井町","","5","9","-35262.7","-9173.3","35.682118","139.731988","1","1","0","0"
"東京都","千代田区","六番町","","13","9","-34810.6","-9137.7","35.686193","139.732376","0","1","0","0"
"東京都","千代田区","五番町","","12","9","-34501.4","-9056.1","35.688981","139.733274","0","1","0","0"
"東京都","千代田区","五番町","","14","9","-34501.4","-9056.1","35.688981","139.733274","0","1","0","0"
"東京都","千代田区","六番町","","11","9","-34777.4","-9108.6","35.686493","139.732697","0","1","0","0"
"東京都","千代田区","六番町","","9","9","-34756.6","-9086.1","35.686680","139.732945","0","1","0","0"
"東京都","千代田区","六番町","","5","9","-34717.2","-9004.5","35.687036","139.733847","0","1","0","0"
"東京都","千代田区","六番町","","7","9","-34717.2","-9004.5","35.687036","139.733847","0","1","0","0"
"東京都","千代田区","六番町","","9","9","-34717.2","-9004.5","35.687036","139.733847","0","0","0","0"
"東京都","千代田区","麹町五丁目","","3","9","-35030.3","-9018.8","35.684214","139.733692","0","1","0","0"
"東京都","千代田区","麹町五丁目","","5","9","-35030.3","-9018.8","35.684214","139.733692","0","1","0","0"
"東京都","千代田区","麹町五丁目","","5","9","-35085.4","-9029.8","35.683717","139.733571","0","0","0","0"
"東京都","千代田区","麹町五丁目","","4","9","-34972.6","-8987.8","35.684734","139.734034","0","1","0","0"
"東京都","千代田区","麹町五丁目","","6","9","-34972.6","-8987.8","35.684734","139.734034","0","1","0","0"
"東京都","千代田区","六番町","","2","9","-34545.5","-8909.1","35.688585","139.734899","0","1","0","0"
"東京都","千代田区","六番町","","4","9","-34545.5","-8909.1","35.688585","139.734899","0","1","0","0"
"東京都","千代田区","五番町","","4","9","-34404.5","-8903.9","35.689856","139.734955","0","1","0","0"
"東京都","千代田区","五番町","","6","9","-34404.5","-8903.9","35.689856","139.734955","0","1","0","0"
"東京都","千代田区","五番町","","10","9","-34404.5","-8903.9","35.689856","139.734955","0","1","0","0"
"東京都","千代田区","六番町","","1","9","-34652.0","-8865.6","35.687625","139.735380","0","1","0","0"
"東京都","千代田区","六番町","","3","9","-34652.0","-8865.6","35.687625","139.735380","0","1","0","0"
"東京都","千代田区","六番町","","3","9","-34712.0","-8893.4","35.687084","139.735074","0","0","0","0"
"東京都","千代田区","二番町","","4","9","-34776.8","-8827.8","35.686501","139.735800","0","1","0","0"
"東京都","千代田区","二番町","","6","9","-34776.8","-8827.8","35.686501","139.735800","0","1","0","0"
"東京都","千代田区","二番町","","12","9","-34776.8","-8827.8","35.686501","139.735800","0","1","0","0"
"東京都","千代田区","五番町","","1","9","-34369.9","-8794.0","35.690169","139.736169","0","1","0","0"
"東京都","千代田区","五番町","","3","9","-34369.9","-8794.0","35.690169","139.736169","0","1","0","0"
"東京都","千代田区","五番町","","5","9","-34369.9","-8794.0","35.690169","139.736169","0","1","0","0"
"東京都","千代田区","五番町","","7","9","-34369.9","-8794.0","35.690169","139.736169","0","1","0","0"
"東京都","千代田区","四番町","","2","9","-34434.3","-8659.6","35.689589","139.737654","0","1","0","0"
"東京都","千代田区","四番町","","4","9","-34434.3","-8659.6","35.689589","139.737654","0","1","0","0"
"東京都","千代田区","四番町","","6","9","-34434.3","-8659.6","35.689589","139.737654","0","1","0","0"
"東京都","千代田区","四番町","","8","9","-34434.3","-8659.6","35.689589","139.737654","0","1","0","0"
"東京都","千代田区","五番町","","1","9","-34284.1","-8797.6","35.690942","139.736128","0","0","0","0"
"東京都","千代田区","四番町","","1","9","-34550.0","-8621.8","35.688547","139.738073","0","1","0","0"
"東京都","千代田区","四番町","","3","9","-34550.0","-8621.8","35.688547","139.738073","0","1","0","0"
"東京都","千代田区","四番町","","5","9","-34550.0","-8621.8","35.688547","139.738073","0","1","0","0"
"東京都","千代田区","四番町","","7","9","-34550.0","-8621.8","35.688547","139.738073","0","1","0","0"
"東京都","千代田区","四番町","","9","9","-34550.0","-8621.8","35.688547","139.738073","0","1","0","0"
"東京都","千代田区","四番町","","11","9","-34550.0","-8621.8","35.688547","139.738073","0","1","0","0"
"東京都","千代田区","麹町四丁目","","2","9","-35026.8","-8740.4","35.684248","139.736768","0","1","0","0"
"東京都","千代田区","麹町四丁目","","8","9","-35026.8","-8740.4","35.684248","139.736768","0","1","0","0"
"東京都","千代田区","紀尾井町","","2","9","-35348.0","-8799.1","35.681352","139.736123","1","1","0","0"
"東京都","千代田区","麹町四丁目","","5","9","-35113.4","-8759.8","35.683467","139.736554","0","1","0","0"
"東京都","千代田区","麹町四丁目","","8","9","-34976.3","-8743.7","35.684703","139.736731","0","0","0","0"
"東京都","千代田区","二番町","","2","9","-34716.2","-8692.2","35.687048","139.737297","0","1","0","0"
"東京都","千代田区","二番町","","14","9","-34716.2","-8692.2","35.687048","139.737297","0","1","0","0"
"東京都","千代田区","九段南四丁目","","8","9","-34293.4","-8668.4","35.690859","139.737555","1","1","0","0"
"東京都","千代田区","九段北四丁目","","2","9","-34160.2","-8629.7","35.692060","139.737982","1","1","0","0"
"東京都","千代田区","二番町","","1","9","-34840.4","-8646.8","35.685929","139.737800","0","1","0","0"
"東京都","千代田区","二番町","","3","9","-34840.4","-8646.8","35.685929","139.737800","0","1","0","0"
"東京都","千代田区","二番町","","11","9","-34840.4","-8646.8","35.685929","139.737800","0","1","0","0"
"東京都","千代田区","麹町四丁目","","3","9","-35141.7","-8665.6","35.683213","139.737596","0","1","0","0"
"東京都","千代田区","麹町四丁目","","1","9","-35090.0","-8666.2","35.683679","139.737588","0","1","0","0"
"東京都","千代田区","麹町三丁目","","4","9","-34948.4","-8660.3","35.684955","139.737652","0","1","0","0"
"東京都","千代田区","紀尾井町","","3","9","-35329.8","-8648.3","35.681518","139.737789","1","1","0","0"
"東京都","千代田区","麹町三丁目","","4","9","-34975.5","-8652.7","35.684711","139.737736","0","0","0","0"
"東京都","千代田区","麹町三丁目","","4","9","-35002.2","-8647.7","35.684471","139.737792","0","0","0","0"
"東京都","千代田区","麹町三丁目","","2","9","-35027.7","-8577.4","35.684241","139.738569","0","1","0","0"
"東京都","千代田区","一番町","","14","9","-34630.0","-8507.3","35.687827","139.739339","0","1","0","0"
"東京都","千代田区","一番町","","22","9","-34630.0","-8507.3","35.687827","139.739339","0","1","0","0"
"東京都","千代田区","麹町三丁目","","6","9","-34921.1","-8578.8","35.685202","139.738552","0","1","0","0"
"東京都","千代田区","麹町三丁目","","10","9","-34921.1","-8578.8","35.685202","139.738552","0","1","0","0"
"東京都","千代田区","麹町三丁目","","12","9","-34921.1","-8578.8","35.685202","139.738552","0","1","0","0"
"東京都","千代田区","麹町三丁目","","3","9","-35079.9","-8571.4","35.683771","139.738636","0","1","0","0"
"東京都","千代田区","麹町三丁目","","5","9","-35134.1","-8564.6","35.683282","139.738711","0","1","0","0"
"東京都","千代田区","平河町一丁目","","4","9","-35186.3","-8560.6","35.682812","139.738756","1","1","0","0"
"東京都","千代田区","九段南四丁目","","7","9","-34248.2","-8552.0","35.691268","139.738841","1","1","0","0"
"東京都","千代田区","平河町一丁目","","5","9","-35230.3","-8553.0","35.682415","139.738841","1","1","0","0"
"東京都","千代田区","平河町二丁目","","4","9","-35297.8","-8555.6","35.681807","139.738813","1","1","0","0"
