市区町村,,1983年,1984年,1985年,1986年,1987年,1988年,1989年,1990年,1991年,1992年,1993年,1994年,1995年,1996年,1997年,1998年,1999年,2000年,2001年,2002年,2003年,2004年,2005年,2006年,2007年,2008年,2009年,2010年,2011年,2012年,2013年,2014年,2015年,2016年,2017年,2018年,2019年,2020年,2021年,2022年
東京都文京区湯島2-18-2,公示地価,-,-,-,-,-,-,"4,550,000","4,550,000","4,550,000","4,000,000","3,300,000","2,500,000","2,100,000","1,550,000","1,220,000","1,030,000","909,000","815,000","755,000","724,000","693,000","677,000","673,000","680,000","785,000","980,000","888,000","795,000","767,000","753,000","752,000","776,000","810,000","861,000","908,000","964,000","1,050,000","1,150,000","1,130,000","1,150,000"
東京都文京区春日2-24-11,公示地価,-,-,-,-,-,-,-,-,-,-,"4,050,000","3,130,000","2,670,000","2,030,000","1,590,000","1,390,000","1,240,000","1,150,000","1,050,000","980,000","931,000","903,000","890,000","892,000","1,070,000","1,320,000","1,210,000","1,100,000","1,060,000","1,040,000","1,030,000","1,060,000","1,100,000","1,160,000","1,250,000","1,330,000","1,450,000","1,560,000","1,540,000","1,580,000"
東京都文京区本郷2-16-13,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,080,000","1,080,000","1,120,000","1,180,000","1,260,000","1,340,000","1,420,000","1,540,000","1,670,000","1,620,000","1,650,000"
東京都文京区小石川1-3-21,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,400,000","1,370,000","1,400,000","1,700,000","2,100,000","1,890,000","1,680,000","1,610,000","1,570,000","1,560,000","1,620,000","1,700,000","1,810,000","1,930,000","2,060,000","2,300,000","2,630,000","2,550,000","2,600,000"
東京都文京区関口1-5-6,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"684,000","664,000","649,000","647,000","651,000","755,000","905,000","820,000","752,000","730,000","721,000","721,000","741,000","765,000","798,000","838,000","872,000","920,000","960,000","941,000","952,000"
東京都文京区音羽2-11-22,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,580,000","1,400,000","1,250,000","1,160,000","1,060,000","994,000","944,000","928,000","915,000","915,000","1,100,000","1,360,000","1,240,000","1,120,000","1,070,000","1,050,000","1,050,000","1,080,000","1,120,000","1,170,000","1,240,000","1,320,000","1,420,000","1,550,000","1,530,000","1,560,000"
東京都文京区本郷2-19-8,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"771,000","757,000","756,000","756,000","770,000","905,000","1,140,000","1,000,000","914,000","888,000","875,000","874,000","894,000","925,000","966,000","1,020,000","1,090,000","1,190,000","1,300,000","1,270,000","1,280,000"
東京都文京区千駄木3-40-2,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"885,000","874,000","872,000","905,000","956,000","1,020,000","1,090,000","1,160,000","1,250,000","1,350,000","1,330,000","1,360,000"
東京都文京区千駄木5-42-3,公示地価,-,-,-,-,"3,250,000","3,300,000","3,140,000","3,140,000","3,140,000","2,720,000","2,040,000","1,650,000","1,350,000","1,040,000","835,000","768,000","715,000","680,000","644,000","615,000","602,000","593,000","588,000","593,000","698,000","875,000","790,000","720,000","687,000","673,000","673,000","687,000","705,000","733,000","767,000","812,000","890,000","980,000","956,000","975,000"
東京都文京区千石4-45-14,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"916,000","898,000","888,000","901,000","1,070,000","1,360,000","1,230,000","1,100,000","1,060,000","1,040,000","1,040,000","1,080,000","1,110,000","1,170,000","1,240,000","1,320,000","1,430,000","1,560,000","1,530,000","1,560,000"
東京都文京区根津1-1-19,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"860,000","824,000","795,000","786,000","786,000","810,000","970,000","1,180,000","1,080,000","975,000","930,000","911,000","908,000","941,000","977,000","1,040,000","1,110,000","1,180,000","1,280,000","1,390,000","1,380,000","1,410,000"
東京都文京区湯島3-35-9,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"831,000","790,000","773,000","764,000","764,000","905,000","1,120,000","993,000","890,000","846,000","820,000","818,000","835,000","857,000","889,000","920,000","980,000","1,060,000","1,140,000","1,110,000","1,100,000"
東京都文京区千石4-36-15,公示地価,-,-,-,-,-,-,-,-,-,-,"1,660,000","1,340,000","1,150,000","920,000","812,000","750,000","710,000","685,000","661,000","642,000","622,000","605,000","599,000","599,000","702,000","865,000","795,000","717,000","690,000","678,000","677,000","691,000","710,000","737,000","773,000","814,000","859,000","925,000","907,000","926,000"
東京都文京区本郷3-39-4,公示地価,-,-,-,-,-,-,-,-,-,-,"4,880,000","4,000,000","3,400,000","2,550,000","1,960,000","1,640,000","1,450,000","1,280,000","1,190,000","1,120,000","1,080,000","1,080,000","1,080,000","1,080,000","1,290,000","1,580,000","1,450,000","1,310,000","1,260,000","1,230,000","1,220,000","1,260,000","1,320,000","1,400,000","1,490,000","1,600,000","1,740,000","1,900,000","1,870,000","1,910,000"
東京都文京区白山2-26-14,公示地価,-,-,-,-,-,-,-,-,-,-,-,"2,800,000","2,380,000","1,700,000","1,410,000","1,240,000","1,130,000","998,000","930,000","885,000","857,000","836,000","824,000","824,000","972,000","1,210,000","1,100,000","1,010,000","975,000","959,000","958,000","989,000","1,030,000","1,090,000","1,160,000","1,240,000","1,350,000","1,480,000","1,460,000","1,500,000"
東京都文京区目白台2-6-14,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"610,000","570,000","570,000","570,000","598,000","690,000","845,000","780,000","714,000","688,000","679,000","678,000","696,000","718,000","759,000","801,000","850,000","910,000","979,000","970,000","995,000"
東京都文京区後楽1-4-18,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,800,000","1,790,000","1,750,000","1,730,000","1,730,000","2,050,000","2,520,000","2,350,000","2,160,000","2,050,000","2,000,000","1,990,000","2,060,000","2,160,000","2,290,000","2,440,000","2,610,000","2,810,000","3,050,000","2,990,000","3,030,000"
東京都文京区本郷1-4-4,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,"4,000,000","3,000,000","2,340,000","2,050,000","1,840,000","1,700,000","1,620,000","1,540,000","1,450,000","1,410,000","1,390,000","1,390,000","1,670,000","2,070,000","1,890,000","1,680,000","1,610,000","1,570,000","1,560,000","1,620,000","1,700,000","1,800,000","1,920,000","2,050,000","2,210,000","2,400,000","2,320,000","2,360,000"
東京都文京区白山1-21-4,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"640,000","613,000","601,000","595,000","596,000","706,000","867,000","785,000","704,000","671,000","660,000","659,000","670,000","687,000","712,000","750,000","793,000","837,000","903,000","892,000","909,000"
東京都文京区本郷5-3-2,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"702,000","674,000","661,000","654,000","654,000","760,000","930,000","833,000","765,000","740,000","723,000","721,000","744,000","777,000","815,000","858,000","910,000","970,000","1,040,000","1,020,000","1,040,000"
東京都文京区千駄木2-29-4,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"695,000","687,000","686,000","686,000","700,000","833,000","1,000,000","900,000","813,000","789,000","774,000","772,000","796,000","825,000","863,000","911,000","966,000","1,040,000","1,120,000","1,100,000","1,120,000"
東京都文京区本駒込6-15-12,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,370,000","1,230,000","1,110,000","1,080,000","1,060,000","1,060,000","1,090,000","1,130,000","1,190,000","1,250,000","1,330,000","1,450,000","1,570,000","1,550,000","1,590,000"
東京都文京区水道2-12-12,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"598,000","580,000","569,000","566,000","573,000","664,000","780,000","710,000","650,000","630,000","624,000","624,000","636,000","649,000","675,000","706,000","742,000","782,000","820,000","807,000","819,000"
東京都文京区小石川2-25-18,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,100,000","1,060,000","1,040,000","1,040,000","1,080,000","1,140,000","1,210,000","1,290,000","1,380,000","1,510,000","1,680,000","1,650,000","1,700,000"
東京都文京区西片2-16-25,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"730,000","754,000","791,000","838,000","887,000","940,000","1,010,000","1,090,000","1,070,000","1,100,000"
東京都文京区千石2-21-3,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"785,000","834,000","886,000","940,000","1,010,000","994,000","1,010,000"
