"都道府県名","市区町村名","大字・丁目名","小字・通称名","街区符号・地番","座標系番号","Ｘ座標","Ｙ座標","緯度","経度","住居表示フラグ","代表フラグ","更新前履歴フラグ","更新後履歴フラグ"
"東京都","中央区","勝どき四丁目","","6","9","-38107.9","-5121.5","35.656501","139.77677","1",1,"0","1"
"東京都","中央区","銀座一丁目","","3","9","-36023.4","-6076.4","35.675285","139.766208","1","1","0","0"
"東京都","中央区","八重洲二丁目","","7","9","-35790.7","-5940.3","35.677383","139.767709","1","1","0","0"
"東京都","中央区","八重洲二丁目","","6","9","-35744.7","-5906.5","35.677798","139.768082","1","1","0","0"
"東京都","中央区","八重洲二丁目","","5","9","-35719.1","-5869.1","35.678029","139.768496","1","1","0","0"
"東京都","中央区","八重洲二丁目","","4","9","-35681.3","-5850.1","35.678370","139.768705","1","1","0","0"
"東京都","中央区","八重洲二丁目","","3","9","-35638.3","-5828.7","35.678758","139.768941","1","1","0","0"
"東京都","中央区","八重洲二丁目","","2","9","-35573.6","-5815.8","35.679341","139.769083","1","1","0","0"
"東京都","中央区","八重洲二丁目","","6","9","-35770.8","-5855.2","35.677563","139.768649","1","0","0","0"
"東京都","中央区","八重洲二丁目","","1","9","-35515.9","-5768.9","35.679861","139.769601","1","1","0","0"
"東京都","中央区","日本橋本石町四丁目","","3","9","-34557.5","-5763.5","35.688500","139.769654","1","1","0","0"
"東京都","中央区","八重洲二丁目","","2","9","-35603.3","-5756.9","35.679074","139.769734","1","0","0","0"
"東京都","中央区","八重洲一丁目","","7","9","-35375.1","-5740.2","35.681131","139.769917","1","1","0","0"
"東京都","中央区","八重洲一丁目","","6","9","-35331.5","-5720.9","35.681524","139.770130","1","1","0","0"
"東京都","中央区","八重洲一丁目","","5","9","-35290.4","-5700.0","35.681894","139.770361","1","1","0","0"
"東京都","中央区","八重洲一丁目","","7","9","-35396.9","-5695.9","35.680934","139.770407","1","0","0","0"
"東京都","中央区","八重洲一丁目","","6","9","-35347.0","-5687.2","35.681384","139.770502","1","0","0","0"
"東京都","中央区","銀座八丁目","","3","9","-36724.3","-6714.8","35.668963","139.759161","1","1","0","0"
"東京都","中央区","銀座八丁目","","4","9","-36756.3","-6691.3","35.668675","139.759421","1","1","0","0"
"東京都","中央区","銀座八丁目","","2","9","-36628.7","-6676.7","35.669825","139.759581","1","1","0","0"
"東京都","中央区","銀座八丁目","","5","9","-36778.9","-6656.3","35.668471","139.759808","1","1","0","0"
